,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,ID,dataType
LOC728408,-0.0286468068,0.0220050277,-0.0030223827,-0.2593460943,-0.2509499917,NA,L
LOC728411,0.1923505751,-0.3852261752,-0.1448158028,-0.2182971081,-0.4116569245,NA,L
LOC728428,-0.1065978102,-0.235504571,-0.510922693,-0.0403891134,-0.2576363153,NA,L
LOC728431,0.1654880264,-0.1622252478,0.3861205043,0.3797659897,0.552494851,NA,L
LOC728448,0.0989515063,0.6950394968,1.6418801923,0.6642176585,0.9402410606,NA,L
LOC728449,-0.0402292311,-0.087428414,0.0141489767,-0.3144560961,-0.0299320218,NA,L
LOC728457,0.1875381828,-0.7040436565,-0.0025711904,-0.2558884316,-0.5273900138,NA,L
LOC728465,-0.2428222561,-0.2229497358,-0.405954105,0.0513580704,-0.2164665753,NA,L
LOC728467,-0.0895752039,-0.0195010031,0.0439996838,0.1578008379,0.3405205273,NA,L
LOC728476,0.1996801506,0.4076865314,0.6085283367,0.5728004315,0.4650148049,NA,L
LOC728484,0.2152926165,0.6211317026,0.5449876245,0.26305681,0.6354226572,NA,L
LOC728492,0.451212048,0.4543069306,-0.3125674446,0.7557614364,0.3636312785,NA,L
LOC728499,0.5685855006,-0.6477136038,-0.1071396135,-0.5494272637,-0.7515261626,NA,L
LOC728500,0.171095592,0.113306277,-0.1579357011,0.4142194947,0.3241948639,NA,L
LOC728510,-0.4228232952,-0.5094585533,-0.1969185788,0.1088842982,0.4160171383,NA,L
LOC728522,0.1999159623,0.1795045592,0.045390315,0.0866646923,0.253931013,NA,L
LOC728530,0.2533942529,0.4614749549,0.1983460701,0.1720021475,0.1367601067,NA,L
LOC728532,-0.1331426614,-0.4859118592,-0.6697036205,-0.4428283378,-0.4982070343,NA,L
LOC728533,0.0722984529,0.1876583602,0.4403140083,0.1257000053,0.4143756074,NA,L
LOC728553,0.254327203,0.3402575354,0.5094207061,0.357726513,0.3348871959,NA,L
LOC728554,0.3748694425,1.0332842035,0.5786087053,0.9921737119,0.4796721747,NA,L
LOC728556,0.0893311102,-0.4710541942,-0.6996865224,-0.2576141317,-0.6687141125,NA,L
LOC728557,0.1688065856,0.4207380955,0.6576275257,0.0431488039,0.1626285777,NA,L
LOC728558,0.0676289276,0.1062877959,0.3765709469,0.0473102927,0.0781302336,NA,L
LOC728564,0.081403068,0.1362679211,0.2191772678,0.0497196077,0.3026685257,NA,L
LOC728565,0.2891079163,0.0897352976,0.4174009465,0.3396576204,0.2293289163,NA,L
LOC728572,0.097497776,0.097502406,0.1347029613,0.0508506477,0.2461137661,NA,L
LOC728576,-0.0316794665,0.1181044641,-0.0054907263,0.2578636807,0.2929085191,NA,L
LOC728590,0.124864044,0.3361061554,0.0687944263,0.1211848283,0.3043097827,NA,L
LOC728591,-0.0013836279,-0.2121088159,-0.1615031431,-0.2944562426,-0.1507964398,NA,L
LOC728602,-0.0779264223,-0.0865828565,-0.0339952599,0.3222290646,0.3408171216,NA,L
LOC728620,-0.1465404,-0.879377232,-0.3485774456,-0.999105988,-0.6612323862,NA,L
LOC728643,-0.2744266428,0.3049411024,-0.5379650656,-0.2950081703,0.0731943,NA,L
LOC728650,0.1861197032,0.7179106329,1.0140371552,0.346032079,0.2891982245,NA,L
LOC728660,0.0495486669,0.0725703354,0.1362967211,0.1228210085,0.1898399803,NA,L
LOC728661,-0.6798478777,-1.0365736363,-1.3385717458,-1.2452973295,-0.944943118,NA,L
LOC728666,0.5837948962,0.5109441537,0.2604674749,1.1048526577,0.3161299128,NA,L
LOC728672,-0.1879239752,0.1476102459,0.2922900835,-0.4306631474,0.0506347836,NA,L
LOC728693,0.1534890063,0.3073414367,0.2029897375,0.3844570621,0.2798622791,NA,L
LOC728698,0.2796115335,0.1193656829,-0.1993684661,-0.1119047588,-0.3956177231,NA,L
LOC728715,0.8875922315,2.129029523,2.3469294466,2.1977787066,1.6185721925,NA,L
LOC728728,0.1786400863,-0.145866306,0.2180556552,-0.1241649748,-0.1856577538,NA,L
LOC728734,0.0929242064,0.5486820982,0.8118895627,0.0739590125,0.5884993988,NA,L
LOC728739,0.1135805294,-0.0661634987,-0.500192026,-0.0482454166,-0.1415464884,NA,L
LOC728755,0.0474542498,-0.5729200147,-0.2481949893,-0.4019717796,-0.7762565522,NA,L
LOC728758,-0.1241391547,-0.32767382,-0.5098387855,-0.4198169128,-0.3884619685,NA,L
LOC728772,0.4022807683,0.4782623356,0.8969576713,0.3709340739,0.591568356,NA,L
LOC728787,0.1573221666,0.0575222956,0.1440629293,0.1605955482,0.4327629775,NA,L
LOC728802,0.2143214832,0.2181094275,0.1293422282,0.4003551786,0.4452377175,NA,L
LOC728806,0.2173884472,-0.0989626805,0.0507355827,-0.1650876516,-0.2738076047,NA,L
LOC728809,0.0437444709,-1.6755584856,-1.061838879,-1.4346426862,-1.6043153543,NA,L
LOC728819,0.1473655695,0.3253789715,0.2662415046,0.5846589164,0.4390995619,NA,L
LOC728823,0.0975341848,0.3042488267,0.518679845,0.4687677536,0.6205626565,NA,L
LOC728843,0.1506545473,0.3948586397,0.4436302349,0.3684822264,0.5210524846,NA,L
LOC728844,0.2716274486,-0.0106044702,-0.2390116786,-0.2430857448,-0.2402854589,NA,L
LOC728855,1.1679559895,0.9209953713,1.061419973,1.199491949,1.3042564711,NA,L
LOC728873,0.4248950848,0.5920541789,0.0240913909,0.0933994188,-0.176775947,NA,L
LOC728877,0.3341073268,0.13708503,0.0764172019,0.5191789341,0.2165173984,NA,L
LOC728888,0.3419864465,0.2993760079,1.0117425824,0.0971757982,0.3082920397,NA,L
LOC728908,0.0587755874,0.0182483123,-0.3039115953,0.1364142819,-0.2171876587,NA,L
LOC728910,-0.1255968564,0.283332102,0.427487307,1.4054650864,1.8924995697,NA,L
LOC728946,-3.5096234949,-3.5475344848,-3.609614578,-3.3836314168,-3.4409861568,NA,L
LOC728951,-1.4879722858,-1.6689607106,-1.8256709648,-1.6979213809,-1.5495575579,NA,L
LOC728953,0.0537067148,0.2423949933,0.0742572244,0.3381584666,0.2811721497,NA,L
LOC728956,-1.9297877696,-1.8564992237,-2.0639777765,-2.0008987448,-1.9117713871,NA,L
LOC728969,0.3279332853,-0.1247436793,0.6139240363,-0.2353167911,-0.1697520638,NA,L
LOC728975,-0.2155689416,-0.5711233689,-0.438711576,-0.4113217365,-0.4188704689,NA,L
LOC729009,-1.5521221539,-2.2611829001,-2.3557406197,-2.1590934059,-2.5011441957,NA,L
LOC729020,0.1409318996,0.2770660505,0.1608437716,0.4962625156,0.109593898,NA,L
LOC729040,-0.1234996626,-0.3132003462,-0.052637318,-0.1887219557,-0.1306168701,NA,L
LOC729046,0.2956383069,0.212380635,0.0185968286,0.0754787678,0.1189419845,NA,L
LOC729082,0.169900789,0.5087906917,0.6395843081,0.4229479628,0.3549936839,NA,L
LOC729085,0.0203640052,0.0080625948,0.2503983071,0.6198764642,0.4880146545,NA,L
LOC729086,-0.907706969,-0.7600273205,-0.7521882012,-0.7236987763,-0.369495734,NA,L
LOC729090,-0.0728745594,-1.3325422801,-0.7498283645,-1.285893571,-1.5254214256,NA,L
LOC729101,0.2555568386,0.6668502147,0.3848154567,0.5028868224,0.7315903817,NA,L
LOC729154,0.1265650352,0.2087219291,0.3809185067,0.1772903567,0.1675532787,NA,L
LOC729176,0.0646920558,-0.0244755733,0.2987928443,0.3815235519,0.1443281154,NA,L
LOC729179,-0.0333693,-0.0156330176,-0.0136981323,0.3140159222,0.0798253278,NA,L
LOC729196,0.139856186,0.1089202627,0.0991862381,-0.1949012733,0.2080452137,NA,L
LOC729200,0.3412381463,0.5749296957,0.5989178485,0.4099260614,0.4722887808,NA,L
LOC729208,0.2399668983,0.6408700074,0.6617557523,0.4065258051,0.8332891121,NA,L
LOC729217,0.6034479901,0.9022581083,-0.0209136089,0.4254845987,0.2879111533,NA,L
LOC729222,-0.1925532029,-0.1403648458,0.5118691449,0.1808936152,-0.0203604566,NA,L
LOC729231,-0.4535261455,-0.3185900158,-0.2548401972,-0.4270556762,-0.4730129465,NA,L
LOC729236,0.5864838612,0.5759893442,0.7538588091,0.8084579204,0.8166652108,NA,L
LOC729252,0.7658030124,0.7622454439,1.7500972429,0.7495813284,1.1932257159,NA,L
LOC729254,0.370425839,0.5057965458,0.0859386633,0.1889973919,0.1116766539,NA,L
LOC729264,-0.0703621162,0.329464372,1.0759934179,0.3460931886,0.4503663677,NA,L
LOC729279,0.0735364425,0.269318884,0.5209804085,0.5941244364,0.7248921714,NA,L
LOC729298,0.8523620506,0.8229471052,0.6003304202,0.81360988,0.8740576227,NA,L
LOC729301,0.079201278,0.1058170063,0.0396774464,0.0016278443,0.1918558574,NA,L
LOC729317,0.9611814654,0.4451263949,0.6794045208,0.6064234088,0.4160559224,NA,L
LOC729324,-0.0042492125,-0.8563865322,-0.4004035748,-0.5898970903,-0.8115482562,NA,L
LOC729340,0.0431668096,0.4799713374,0.369068416,0.2312991228,0.5724028923,NA,L
LOC729351,0.0859721909,0.01832485,0.6426183546,0.0304743338,0.0563718486,NA,L
LOC729362,0.5678372549,0.5547096179,0.1466025719,0.3864140407,0.3843190425,NA,L
LOC729372,-0.0064697369,-0.0575868959,0.1773196263,0.0397283933,-0.2253605456,NA,L
LOC729374,-0.1010103071,0.0247313105,0.708254045,0.0287858655,0.2745890945,NA,L
LOC729375,-0.39622774,-0.468030916,-0.6894483506,-0.4086144453,-0.3519474288,NA,L
LOC729389,0.1183566205,-0.0767559343,-0.2745445321,-0.3217332815,-0.2387533307,NA,L
LOC729406,0.6470421108,0.3289691804,0.1709790426,0.3692106539,0.0277339303,NA,L
LOC729409,-0.67996185,-0.6122966906,-0.8005882009,-0.6925244258,-0.6438206235,NA,L
LOC729417,-0.1212980546,-0.1879894596,0.0423518443,0.0439015554,-0.2602112773,NA,L
LOC729421,0.0128065003,0.2181138114,0.2846163128,0.0620964541,0.4401589675,NA,L
LOC729423,-0.0665035229,0.4245847637,0.3806654412,0.2112305673,0.3648673107,NA,L
LOC729433,0.0990616667,0.2164699114,0.7428341118,0.1851518505,0.2738846216,NA,L
LOC729439,-0.0048636435,-0.5760423698,-0.1379736058,-0.4747474197,-0.5551377733,NA,L
LOC729446,-0.3670032117,-0.3606004024,-0.65710342,-0.5287895999,-0.5145323267,NA,L
LOC729484,0.1276550601,0.1519745106,0.3775717698,-0.0625948906,-0.0019058187,NA,L
LOC729500,0.1537754794,0.4704029191,0.6408457753,0.3831408409,0.6187633855,NA,L
LOC729506,0.0678102114,-0.0201033324,0.1658412207,0.0833388534,0.2202516696,NA,L
LOC729513,0.1682363082,-0.3135876385,-0.0425310731,-0.3482230269,-0.2683591022,NA,L
LOC729535,0.5874637097,0.5482260197,0.4853825924,0.4133480623,0.3437673604,NA,L
LOC729559,-0.1075961984,-0.645284952,-0.5881155592,-0.6644070896,-0.5558024688,NA,L
LOC729562,0.1055259182,0.1329322594,0.2325118843,0.2165931607,0.2791098448,NA,L
LOC729580,-0.5679045937,-0.4715414324,-0.2920213069,-0.4519664731,-0.4293014315,NA,L
LOC729581,-0.0683346886,0.0712190105,0.3657292147,-0.1720682851,0.0222735884,NA,L
LOC729603,0.0575662525,-0.9368393372,-0.4079335675,-0.883861185,-1.0066140822,NA,L
LOC729646,0.4890352499,0.4174035156,-0.0839748865,0.5140114562,0.3308947906,NA,L
LOC729652,0.0400552253,0.6147748325,0.4106917244,0.7655491126,0.8721358841,NA,L
LOC729680,-0.2272258595,-0.4642500162,-0.7600374941,-0.7826936219,-1.0655089563,NA,L
LOC729683,0.0763823206,-0.1315894679,-0.022203015,0.4795426622,0.1795113182,NA,L
LOC729692,0.1568279163,0.1930024798,0.4912253181,0.2447700402,0.5700584936,NA,L
LOC729708,1.3225425676,1.7070648023,1.5149931161,1.8201612132,1.5477886985,NA,L
LOC729742,0.1244080859,0.3197036232,0.1656652514,0.2033603483,0.330357305,NA,L
LOC729764,-0.083482652,-0.1808132798,-0.4275853008,-0.1359426849,-0.0355839068,NA,L
LOC729768,1.2257363318,1.0832804869,1.0203128767,1.1262757908,0.8731029924,NA,L
LOC729769,0.0576136724,0.4109142796,0.2390847277,0.4292100422,0.2359881979,NA,L
LOC729774,0.536714495,0.3465908956,0.1289086839,0.2808510114,0.316682432,NA,L
LOC729776,-0.7833190749,-0.2813681782,0.0759055088,0.0066989472,0.2242803002,NA,L
LOC729779,2.0366982519,1.6517295688,0.5878903028,0.9230006058,1.7393661303,NA,L
LOC729789,-0.0071493528,-0.2795055539,-0.4576914451,-0.094066561,-0.2925673621,NA,L
LOC729816,-0.5580564529,0.7470657298,-1.0189960937,0.6880822258,-0.2709790151,NA,L
LOC729837,-0.1900019749,-0.1182256935,0.2567801311,0.3274229821,0.0990533967,NA,L
LOC729841,-0.3339544455,0.0763591285,0.4895664306,0.7473649045,0.2137109609,NA,L
LOC729843,-0.4108660168,0.3679518879,0.5727852123,0.6594159711,0.8534632228,NA,L
LOC729852,0.0579578079,0.1621808865,0.2285225535,0.466161056,0.2361070032,NA,L
LOC729854,-0.1771082609,-0.2005433617,-0.472411947,-0.3487382435,-0.3116488927,NA,L
LOC729859,0.0001153314,0.3594552353,0.5090273994,0.3139843109,0.4350082346,NA,L
LOC729887,-0.5602680018,-0.7414953705,-0.9512507878,-0.5684942972,-0.7993814989,NA,L
LOC729898,0.0475108011,-0.3583416732,-0.224346277,-0.1345729452,-0.1316526845,NA,L
LOC729952,-0.1621209731,-0.0105511036,-0.1758677925,-0.1453887985,-0.2218611846,NA,L
LOC729954,0.0378357573,-0.0225763901,0.4737465119,0.2579316541,0.1996490677,NA,L
LOC729964,-0.4461101256,0.6147058912,-0.6587652603,0.1955370351,0.0418188052,NA,L
LOC729978,-0.4332349781,-1.1147330576,0.1649719193,-0.6272843723,-0.3053215207,NA,L
LOC729989,-0.1181753293,-0.2562620082,-0.2246562756,-0.114971944,-0.1889091181,NA,L
LOC730012,-0.2532890797,-0.478289372,-0.4589268375,-0.3469327658,-0.2820602602,NA,L
LOC730032,0.5052617131,-0.2170133805,-0.003618946,-0.1027103248,-0.2437385867,NA,L
LOC730051,-0.1275567166,-0.5195500959,-0.8074519405,-0.4816785337,-0.6056566077,NA,L
LOC730081,-0.1321540549,0.1756407674,0.1692863613,0.5414911515,0.3660014999,NA,L
LOC730083,-0.0418381244,-0.1433938623,-0.2617302452,-0.2200619766,-0.1907786625,NA,L
LOC730098,-0.074046383,0.4799719257,0.6231904182,0.4723174541,0.5383414183,NA,L
LOC730100,0.0559592531,-0.0692682375,0.1439747628,0.1192773234,0.3602214578,NA,L
LOC730101,-0.3749743377,-0.4305807533,-0.1354623856,-0.5117103507,-0.3817888793,NA,L
LOC730107,0.3664315005,-0.010783451,-0.7386142149,-0.2694375943,-0.1908944196,NA,L
LOC730134,0.1316088209,0.4498095593,0.5152771582,0.3466634006,0.2581407406,NA,L
LOC730167,0.4196244424,0.485398869,1.443645617,0.5271307322,-0.3913166809,NA,L
LOC730176,0.1694877924,0.252861083,0.4118243532,0.508952933,0.4772248114,NA,L
LOC730183,-0.2610496136,-0.2937756615,-0.480462705,-0.3058773188,-0.3757266466,NA,L
LOC730184,0.068067529,0.0523473575,-0.056175442,0.0547469501,0.1894763699,NA,L
LOC730236,0.2274916094,0.0959032459,0.3501780412,0.170618995,0.30264048,NA,L
LOC730255,0.1507847205,0.1887820116,0.3998048072,0.3520794252,0.5981122853,NA,L
LOC730256,0.0309615004,0.1504775233,0.4415299195,0.1344246822,0.4009063811,NA,L
LOC730268,-0.0126134447,-0.0448734732,0.3154273202,-0.3298713379,-0.0797486211,NA,L
LOC730278,0.1037414163,-0.8528837838,-1.7708329077,-0.7174199491,-0.8011632912,NA,L
LOC730286,-0.1607903508,-0.2440022703,0.0851297583,-0.4506251877,-0.3504230008,NA,L
LOC730288,0.4487937756,0.6220795787,0.4541934071,0.5998919427,0.6884421395,NA,L
LOC730313,-0.1308641627,-0.9272475233,-0.7222107757,-1.3367869916,-1.3113951179,NA,L
LOC730316,0.5402001584,0.4043516251,0.278446348,-0.1322582445,0.0846958186,NA,L
LOC730358,0.1370881287,0.200860426,-0.0372847348,0.5018807966,0.1808692336,NA,L
LOC730382,0.0115048973,0.1630532821,0.2106905491,0.3432117492,0.2962137399,NA,L
LOC730415,-0.13878769,0.0800374352,1.1683226088,0.4693473214,0.1136030711,NA,L
LOC730417,1.0237527229,0.1900450684,2.1853519854,1.2414703817,1.6194754842,NA,L
LOC730455,-1.0237408881,-0.9024390306,0.0530618605,0.2300916523,0.6124020694,NA,L
LOC730474,0.027149621,0.2452532211,-0.0851041226,0.3630483356,0.1121541265,NA,L
LOC730525,-0.6912406877,-0.8974244996,-0.2172992938,-0.3947529651,-0.8346907027,NA,L
LOC730534,-0.8543192667,0.2324999294,-0.6174284953,-0.1250534449,-0.0790007012,NA,L
LOC730704,-0.137372748,-0.3906353406,-0.0897717828,-0.1757756146,0.0046077841,NA,L
LOC730743,-3.1976182998,-3.1737066617,-3.2409190494,-3.1873768612,-3.1998135058,NA,L
LOC730744,-0.1971628354,-0.2710394102,-0.634626651,-0.324387661,-0.4171508217,NA,L
LOC730746,0.0882667963,0.3363912775,-0.0099554376,-0.0210410259,0.3647640862,NA,L
LOC730820,0.9709979538,1.3821976423,1.6204897642,1.3590873428,1.4394582815,NA,L
LOC730841,0.3287153622,0.2033135072,0.2249365565,0.2512095156,0.3747894299,NA,L
LOC730883,0.2260398615,0.0691063724,-0.1761582321,-0.0628142108,-0.2060468978,NA,L
LOC730993,-0.164489481,-0.2582945471,-0.2206259286,-0.5641643604,-0.4287274973,NA,L
LOC730994,-1.4033862218,-2.2120607295,-0.5755772834,-0.2067872577,1.0048912845,NA,L
LOC730996,-0.0293830808,-0.609048052,-0.8422278473,-1.0330781389,-1.2125945578,NA,L
LOC731007,1.3774568352,1.3877097433,1.6359467374,1.3895843466,1.4341934472,NA,L
LOC731049,0.6492952388,1.3478447107,-0.2861931987,0.2827680159,0.087038445,NA,L
LOC731052,0.7794750983,0.0706361082,0.0790088617,0.2016751033,0.0518958647,NA,L
LOC731158,0.0305758173,0.1068489842,0.1511402604,0.0009534593,0.1965021367,NA,L
LOC731196,0.335720794,0.5033379592,0.6004000574,1.1300083481,1.0051619757,NA,L
LOC731231,0.5605470303,0.2653410231,0.814552082,0.8484855528,0.7499637122,NA,L
LOC731314,0.0061243238,0.6230383175,-0.2772621799,0.2051433177,0.0104718988,NA,L
LOC731444,-0.1082307885,0.0380179431,0.1003227958,0.9438239876,1.7185783063,NA,L
LOC731542,0.033947795,-0.9132111167,-0.3377278423,-0.995853534,-0.8766349556,NA,L
LOC731640,0.2426198881,0.5932792444,0.5596093785,0.430187758,0.6513354787,NA,L
LOC731777,-0.2492094044,-0.2772142498,-0.1559114761,-0.2976280482,-0.3629324803,NA,L
LOC731797,0.1102549652,0.4310767649,0.0956455581,0.3324821126,0.4736802926,NA,L
LOC731878,0.3941166366,0.3304918599,0.3390165936,0.2625673338,0.3228255161,NA,L
LOC731895,-0.694678152,-1.3502875538,-1.2363703758,-0.8717111524,-0.7168401564,NA,L
LOC731954,-1.1499506289,-1.1897206942,-1.3756454768,-1.4085026936,-1.3841477512,NA,L
LOC731969,0.1118746392,0.3446769991,0.3495153184,0.3905270953,0.470160616,NA,L
LOC731999,0.4414518827,0.306829975,0.7027888238,0.587387689,0.6037815153,NA,L
LOC732007,1.0968616726,1.0629977171,0.5898069163,1.0417214959,0.8524781411,NA,L
LOC732138,0.1356128036,-0.0278627175,0.5469989806,-0.2166218599,0.0575274563,NA,L
LOC732165,1.2661971148,1.7301077334,1.4288326407,1.4293722621,1.5199055998,NA,L
LOC732300,-0.0146206922,0.3228919794,0.4322927856,0.1908704758,0.171163663,NA,L
LOC732360,1.0350216617,0.8135044184,0.5597895979,0.2703754854,0.1975947225,NA,L
LOC732419,-0.0652860062,0.1445795925,-0.1932872007,-0.0304462414,-0.2721795309,NA,L
LOC732432,-0.3438111169,-0.6040454925,0.0909743045,-0.286592143,-0.4487912209,NA,L
LOC791120,0.0428077396,-0.7905702496,-0.1792955923,-1.0306978488,-0.7819430645,NA,L
LOC85389,-0.0169166562,-0.2774996204,-0.4869615361,-0.7921818322,-0.6692822811,NA,L
LOC85390,-0.0917014244,-0.2841827789,-0.3988816549,-0.1872905093,-0.3636220123,NA,L
LOC88523,-0.1477051312,-1.2694635296,-1.3295084278,-0.9255336316,-0.8665643662,NA,L
LOC90342,-0.1295460309,0.0850686299,0.3566150477,0.2607090469,0.195386956,NA,L
LOC90586,-0.0820960421,-1.2804633641,-0.2403859291,-1.1855752818,-0.871680186,NA,L
LOC91561,0.4175245935,0.6334728643,0.6842185172,0.6846019167,0.6222734843,NA,L
LOC92017,-0.2065766872,-0.2023669257,-0.3246657935,-0.4551953168,-0.2819813017,NA,L
LOC92659,0.8800376664,0.5226787438,0.2767581185,0.478090765,0.5292826307,NA,L
LOC92755,0.527964212,0.23936628,-0.8433423536,0.6331648832,-1.1194122677,NA,L
LOC93349,0.0417936369,-0.0010688727,-0.339840072,-0.2725565078,-0.1610505827,NA,L
LOH12CR2,-0.3555448562,-0.3028152543,-0.3402429666,-0.3041401295,-0.2682122776,503693,L
LONP1,1.3656620993,1.2730873568,1.0174599518,1.0508271966,1.3241360225,9361,L
LONP2,-0.0840045132,-0.1108003316,0.2380962114,0.3236449267,-0.3055185282,83752,L
LONRF1,-0.4543898388,0.0807613647,0.918487925,-0.0110568776,0.1622891928,91694,L
LOX,0.6557835078,0.8811222746,2.4274771276,1.7720211724,2.2211632282,4015,L
LOXHD1,-0.0823947787,0.1298253222,0.5809447476,0.3068294002,0.245474628,125336,L
LOXL1,-1.0711533257,-2.338568874,-3.3384120525,-2.8266822874,-2.7959395364,4016,L
LOXL3,-0.4743880217,0.5284754442,1.6998470979,1.6408517772,1.6982911274,84695,L
LOXL4,-1.5406972902,0.7029668071,2.6760798478,0.7750362357,0.8826887911,84171,L
