GeneID,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,D1.adjPval,D3.adjPval,D6.adjPval,D10.adjPval,D14.adjPval
FANCE,-0.4953566493,-0.4768976104,-0.6169499004,-0.5820877555,-0.4431942183,0.0672628365,0.0622996526,0.0128207908,0.0217166482,0.0041596946
FANCF,0.0190758183,0.0941854793,-0.1805546419,-0.1468544956,-0.2041789148,0.9817466848,0.757194621,0.327835899,0.4858829076,0.0455175319
FANCG,-0.0089694727,0.2624292944,-0.3670939369,0.0769938428,-0.3472879157,0.9923666463,0.1648900252,0.0320057141,0.7730913245,0.0021765887
FANCI,-0.2163083051,0.5987275639,-0.7469094839,0.2247444838,-0.4143691414,0.7343501641,0.0681564879,0.017358301,0.5788096961,0.0258319854
FANCL,-0.3477109849,0.3725304873,0.2766160056,0.8520907406,1.0554038786,0.2826403492,0.1904586826,0.3096411198,0.0032029154,9.18808868637314E-06
FAP,0.2230136845,-0.5001002203,-0.9481853639,-0.0724225547,0.2510346279,0.7864188412,0.2284617037,0.0116340917,0.917935293,0.2672720491
FAR1,-0.2124044527,0.0160967933,-0.8664987656,-0.3698251392,-0.5288997148,0.5869521603,0.9781992849,0.0012903904,0.1298791489,0.001010843
FAR2,-1.9806397444,-2.0881621383,-2.6262277527,-2.1372146699,-2.3774255775,0.0004750537,0.0002314713,2.84805423099166E-05,0.0001670182,7.04100178293021E-07
FARP1,-0.1406059513,0.168540524,0.3939028846,0.6503756567,0.7480889482,0.717455697,0.5356001233,0.0411401259,0.0031083941,1.62843498953755E-05
FARS2,0.2859096487,-0.2089958733,-0.4414442963,0.1768418336,0.0733350103,0.2373157888,0.4011345315,0.0253324661,0.4554782943,0.5982792686
FARSA,0.4641256133,0.4860361594,0.2115886802,0.3954076075,0.2338332635,0.0304870187,0.0184223815,0.2995850217,0.0463747193,0.0408647259
FARSLB,-0.2164738734,-1.0315716462,-0.5449986482,-0.7232597286,-0.9110064663,0.531903335,0.0003326858,0.0151075198,0.0035181127,9.02432551932648E-06
FAS,-0.208857146,-1.2718903375,-1.4796142212,-0.9720205316,-1.0567007549,0.6107305955,0.0001292244,2.88167665639439E-05,0.0008057736,5.21036761370314E-06
FASN,-0.1437934636,-0.2349980277,-0.8835082806,-0.8644642903,-0.7932846158,0.9005584832,0.7023817331,0.0190624602,0.0263741291,0.0015385338
FASTKD2,0.2790380063,-0.1683405099,-0.6958833638,-0.2702180826,-0.4930059014,0.2921993115,0.5770009872,0.0024969433,0.2278651293,0.0007119085
FAT1,-0.2383268632,-0.2916100954,-0.5522648672,-0.7218245773,-0.386238731,0.7452936389,0.5614919704,0.1113717063,0.045983948,0.0625696989
FAT3,0.8405130226,1.79689824,0.2613240267,0.5108279872,0.8149528417,0.0195180735,0.000086468,0.4868296721,0.1258301997,0.0004276911
FAU,0.3865195835,0.2421749839,-0.0178542779,0.3715049138,0.3295438996,0.0466999257,0.2196985863,0.9577357637,0.0397654412,0.0034253868
FBL,0.5148317172,0.6323222464,0.2693528678,0.1147673373,-0.1370504536,0.0131767706,0.0027252884,0.1393980127,0.6491182361,0.2188525025
FBLIM1,-0.1698600448,-0.2660192483,-0.3309182925,-0.0656308715,-0.3378895234,0.5515450303,0.1756094431,0.0593187172,0.8221064222,0.0032672755
FBLN1,-0.2154144569,-0.6340628291,-0.6912342225,-1.9879219573,-2.2999388499,0.8463917488,0.1806359046,0.1016753636,0.0003069558,1.02321838830531E-06
FBLN2,0.9891102771,1.2950183189,1.0019846983,0.1861985807,-0.1124167157,0.0002166251,0.000018601,9.58787486193934E-05,0.3977034578,0.3504124004
FBLN5,-0.0904937812,-1.3338606829,-1.6099663166,-1.7419024347,-1.8670453048,0.8354598252,7.2129032633531E-06,1.20258833620918E-06,7.24128147223963E-07,2.87785706701471E-09
FBLN7,0.221356067,1.0152836443,1.2776911447,1.4637537,2.0409199101,0.5248532581,0.0004130402,5.30540746792366E-05,2.2309861659324E-05,1.25383894725007E-08
FBN1,0.8392508753,0.7947815667,0.7508263121,0.2382712581,0.3261113128,0.0140967532,0.0146114858,0.0146556774,0.5312475149,0.0676731415
FBN2,-0.1926258375,-1.0166103848,-2.8146688691,-2.7869695953,-3.4403633004,0.8146734094,0.0070663674,3.18910664024258E-06,4.09490425905996E-06,5.5518925984091E-09
FBXL10,0.2354441898,-0.2145696644,-0.0241337315,-0.4624059101,-0.7422197156,0.3285408204,0.3364879506,0.9444913578,0.0174305191,1.11674896816644E-05
FBXL11,0.239178461,0.3048032348,0.2951092326,0.1027566313,0.4116463257,0.5950815565,0.3498455446,0.2964218887,0.8124588492,0.0118933869
FBXL14,-0.2698540959,-0.0257794727,0.6428580288,-0.0072447484,0.262782808,0.1705030906,0.9517411659,0.0009921542,0.98393125,0.0106885399
FBXL15,0.3138557902,0.6112697294,0.8842168209,0.6365081019,0.5449964328,0.0922575532,0.001732956,8.85438752280797E-05,0.0011784348,5.69172961614688E-05
FBXL2,-0.3932098849,-0.5178310306,-0.3569854626,-0.2542597829,-0.2861909515,0.1349783843,0.0320091494,0.1135335738,0.3199850312,0.0348764888
FBXL21,0.1941353908,0.3762649154,0.091229705,0.0736772857,0.1043692653,0.4384177216,0.0423633763,0.7075300741,0.7916914015,0.349576819
FBXL3,-0.0581846713,0.1014679541,0.4125466084,0.2950787209,0.152231441,0.9330069108,0.7753332617,0.0340582883,0.1501246305,0.1998722049
FBXL5,0.1432211496,0.2265106565,0.2225196475,0.0824638486,0.3614212851,0.8113083983,0.5090549354,0.4362224443,0.8462524647,0.0174936191
FBXL7,-0.8832650094,-0.885829864,-0.9518933583,-0.7089192876,-1.0725435427,0.0022792559,0.0016427107,0.0007340568,0.0063455223,4.37749493085686E-06
FBXO11,-0.535578393,-0.7442695138,-0.7776678972,-0.9191921946,-0.7958945461,0.0032717479,0.0002433635,0.0001250465,0.000041698,1.27778385544678E-06
FBXO16,0.2576723266,0.4643212423,0.6322434163,0.7930570274,0.6671190435,0.2592493488,0.0182137853,0.0020414356,0.0005212341,2.59282825575729E-05
FBXO17,-0.141715601,-0.1502299731,0.5881837475,0.3895113863,0.4997049181,0.7475335641,0.6447288189,0.0074011594,0.0717415742,0.0006802707
FBXO2,0.1145124731,0.6717530365,1.6455076341,2.097732822,2.6960831454,0.7318654631,0.0008515903,6.97504574816778E-07,1.17336491800566E-07,9.32483968405357E-11
FBXO21,0.1550934449,-0.1276620898,-0.255252837,-0.3000590428,-0.7277109344,0.5916917013,0.6266379928,0.1374972557,0.0925841613,7.60792329680705E-06
FBXO22,-0.3364163628,-0.3998587018,-0.8171628097,-0.7258601733,-0.7043406204,0.0475525854,0.0149915314,8.87167344574124E-05,0.0002584849,3.65816781804401E-06
FBXO28,-0.1654766706,-0.1473103293,-0.8773069803,-0.7530046378,-0.813426988,0.8206242826,0.7909042954,0.0056397463,0.0169585868,0.0002531898
FBXO3,-0.3987952021,-0.6013322432,-0.6149242141,-0.2955128565,-0.315260354,0.1328945873,0.0152258987,0.0098319162,0.2341529599,0.0226970144
FBXO30,-0.5389516054,-0.6978776305,-0.5500703767,-0.9799304029,-1.0415212879,0.003566508,0.0004416445,0.0016726673,2.95365290077483E-05,1.60424934506361E-07
FBXO31,-0.4083489599,-0.2921933412,-0.3753068491,-0.5461226931,-0.2001565898,0.1603077914,0.3292073532,0.1290074324,0.0341996302,0.1825198895
FBXO32,-3.513489553,-3.9041425748,-1.8966397508,-3.6314247921,-3.2062561163,4.2510573355058E-05,1.24067021868015E-05,0.0017911509,1.81907882781532E-05,4.37428325099973E-07
FBXO33,-0.74616653,-0.8274312501,-0.7621250078,-0.8005596886,-0.706810582,0.0150545522,0.0061516742,0.0074013966,0.0069060995,0.0003581392
FBXO38,-0.0100180067,-0.2459398071,0.0912906915,0.0749826361,-0.2421184285,0.9922468717,0.2493541525,0.7294078712,0.8016456076,0.0293741102
FBXO4,0.1040971452,0.4529508082,0.3030532646,0.684112031,0.546351713,0.8530745614,0.0433025501,0.1536487766,0.0039316259,0.0003889037
FBXO46,-0.0749611091,-0.5073154781,-0.7402273086,-0.5328749282,-0.4255381665,0.8884458507,0.0099982685,0.0006305782,0.0068522286,0.0007381348
FBXO5,-0.0261498655,0.681078653,-0.6741839657,-0.0529249895,-0.463295026,0.9809854555,0.0071703764,0.0056211169,0.9014096087,0.0021756123
FBXO6,-0.2582026086,0.1520734281,0.2360689764,0.3678583084,0.3627026604,0.2630506618,0.567357846,0.2111618907,0.0536777572,0.0026427171
FBXO8,0.068040772,-0.0539859734,0.495817384,0.7066488013,0.5709558564,0.9390976816,0.9238230171,0.037740812,0.0070177244,0.0006993051
FBXO9,-0.0668191493,-0.0702217759,-0.3012698397,0.0651597066,-0.3115426904,0.9417904962,0.9003682978,0.239870455,0.8849011102,0.0348884076
FBXW10,-0.0504108158,0.1723979378,0.1030611252,-0.1310409056,0.2056637306,0.9259241298,0.3828319369,0.6100693999,0.5042707821,0.0296693669
FBXW11,0.2712300072,0.3454644004,0.346139488,0.4238239558,0.6287212144,0.3030957827,0.1175600253,0.087510685,0.0453572508,0.0001024902
FBXW7,0.437541188,0.524047639,1.1293806543,0.4692811829,0.5806792775,0.030982591,0.0086584427,0.000028345,0.0150109258,7.45958703256791E-05
FBXW8,0.0813664878,0.2098455386,0.7253104709,0.1168526095,0.1773360308,0.9309990746,0.5960698949,0.0091448065,0.7810237618,0.2883230075
FBXW9,0.214112526,0.6067605143,0.3221695089,0.3651325284,0.3121315169,0.3617206409,0.0027118774,0.0625057435,0.0436723453,0.0049850037
FCGBP,0.3185438145,0.3846094889,0.7506553839,0.669883603,1.1895210903,0.1186969143,0.0412381207,0.0005202062,0.0014096495,1.7059746290227E-07
FCGR2A,-0.1094234169,-0.0492592574,-0.1841461824,0.0213149688,-0.2320224935,0.7387447121,0.8865529468,0.2668575528,0.948061273,0.0160109864
FCGR3A,0.3829330477,0.3590424067,1.0341414372,0.423716265,0.1205430903,0.0396213661,0.0424093496,0.000029392,0.0166405581,0.2410658293
FCGR3B,0.2050799782,-0.0115039522,0.7297353374,0.2261866456,0.4655606323,0.578619575,0.9841209861,0.0028906429,0.3791938548,0.001752381
FCHSD2,-0.7006131784,-0.4589533266,0.4299302237,-0.1957339313,0.2056366425,0.00258736,0.0245999637,0.0254030077,0.3756003845,0.070131415
FCN1,-0.155260257,-0.0756351856,-0.3158598785,-0.035453513,0.0407513659,0.3982156125,0.7444389686,0.0187404283,0.8830922854,0.6802506117
FCRLA,-0.2464637595,-0.4360243372,-0.390040967,-0.392029181,-0.4356428893,0.1660423272,0.0087286986,0.0122078526,0.0147797574,0.0001687712
FCRLB,-0.7614288295,-0.8456278987,-1.0580895159,-0.7104690126,-0.5783030499,0.0044038797,0.0016433137,0.0002430428,0.0046746034,0.0004136788
FDFT1,-0.7333547399,-0.5924199937,-0.7875963051,-0.8546094632,-0.9686024431,0.0035638028,0.009987237,0.00119661,0.000825595,3.80339150408573E-06
FDPS,-0.4310061479,0.0374999822,-0.3568980972,-0.175270055,-0.2638926269,0.0353262981,0.9321820166,0.0498170145,0.4179545782,0.0177427056
FDX1L,-0.6341896501,-0.9110135053,-1.5751978953,-0.826200176,-1.0993061281,0.0008810007,4.25685826855449E-05,4.49548065005176E-07,0.000078942,6.95561435086044E-08
FECH,-0.4093472514,-0.2917411194,-0.7571550498,-0.4573763731,-0.6793255661,0.0977582588,0.2422028313,0.0019527001,0.0424973685,9.03638111913438E-05
FEM1A,0.3528140984,0.4871288512,-0.0195345943,0.0635447947,0.1255542443,0.1262620066,0.0227621878,0.9595782003,0.8524449756,0.3206475533
FEM1B,0.1899159953,0.2616310605,0.6106756098,0.3763315407,0.4477750478,0.4634357051,0.1829996819,0.0020435715,0.0400803133,0.0004448915
FEN1,0.8452690775,0.7189609325,-1.7138125451,-0.5397072132,-1.2781510375,0.0554685124,0.0875454328,0.0004200394,0.2000399172,0.000067527
FER,-0.1051353354,-0.3289203344,-0.7235044367,-0.591518421,-0.5285014518,0.8360305156,0.1278699832,0.001481306,0.0067455741,0.0003176308
FER1L3,-2.1355055266,-3.5231124084,-2.6677303022,-2.726065548,-2.4760937144,6.12456794399509E-06,0.000000072,4.92168004864649E-07,4.45167330314749E-07,7.30775648272401E-09
FER1L4,1.0013036517,1.0518062435,1.6355659788,1.433260534,1.2493992478,0.0009319049,0.0004736373,1.18860872078537E-05,4.03036133378093E-05,1.16333089239257E-06
FERMT1,0.3614239818,0.1709007918,1.0356281851,-0.0756596769,0.0856370644,0.1823055782,0.6219352306,0.0003046699,0.8452200346,0.5958131794
FERMT2,0.1791192529,0.610096284,1.2267082661,0.7797405734,0.7614996763,0.6994372603,0.0174638341,0.0001223812,0.0036534438,7.5348890048715E-05
FES,-0.7398923511,-0.4846391663,0.3311875822,-0.6189275999,-0.5549067088,0.0110574283,0.0732853649,0.2023510127,0.0208046074,0.0013107448
FEZ1,-0.2191803766,-1.0079302289,-2.1927037315,-1.946609194,-2.1336045309,0.7269531113,0.0040930554,1.03137846326678E-05,3.12745153513897E-05,1.32224432797092E-07
FEZ2,-0.4532972239,0.00734105,-0.3659943202,-0.3001865847,-0.3143755246,0.0296326687,0.9880816666,0.0478230071,0.1220919195,0.0070997938
FGA,0.0718014901,0.0633621583,0.3323081896,0.1252151359,0.1827506601,0.8818788805,0.8526219632,0.0432101991,0.5559299006,0.0624723638
FGD1,0.5083943357,0.0322286748,-0.3801988823,-0.3131359013,-0.1382009312,0.0135962691,0.9415746059,0.035121207,0.0954624831,0.210775746
FGD6,-0.0292272127,-0.2266371465,-0.2904394421,-0.242312675,-0.2657052392,0.9678048956,0.2223582835,0.072834963,0.1599941948,0.0089372321
FGF1,-0.1387749275,0.5249342007,2.3444354378,1.8704094608,2.5176876363,0.8016466284,0.0366399193,8.07194082188095E-07,5.34677979137256E-06,3.58180165754397E-09
FGF11,1.8739981071,2.6851283832,2.8792905808,2.6785580197,2.5425908369,1.12724766071858E-07,3.88270212977302E-09,1.70955025829717E-09,3.41687845330381E-09,3.17656847896124E-11
FGF13,1.0607006281,0.5280258684,0.45667967,0.6557085294,0.2893971915,7.16688708777792E-05,0.0064930997,0.0111841555,0.0014308608,0.0078374393
FGF14,0.0520535502,0.0351189482,0.0785933911,0.2481081856,0.4763674152,0.941482988,0.9394625169,0.7843518445,0.2308266593,0.0005110828
FGF2,-2.3370302768,-1.9120949597,-1.8292039809,-1.2662054816,-0.9527276327,3.81525627194342E-07,1.19740518549772E-06,1.20258833620918E-06,2.38183558683882E-05,2.27569538622894E-06
FGF20,0.0743530034,0.1564694452,-0.0760142572,0.3882320881,0.1226453176,0.8989369605,0.569986778,0.7922566479,0.0488906971,0.3057506822
FGF21,0.2046396481,-0.0638284245,-0.0179884471,-0.0242769552,0.2056031948,0.312531653,0.839295655,0.95208983,0.9396460646,0.0284134404
FGF5,-0.7521121401,-0.8112151825,-0.7453629085,-0.8458312295,-0.9600953395,0.0313640214,0.0161810835,0.0186303869,0.011652007,0.0001031276
FGF7,-1.0664077296,-1.0642382425,-0.9919677764,-0.9239577037,-1.0940088547,0.0047710494,0.0036569822,0.004176105,0.0080138696,4.46845698392328E-05
FGFBP2,0.3279016896,4.9977594968,7.2136922871,7.041014151,7.0978831276,0.1178082265,3.7089291883195E-10,8.45924781874323E-12,1.3442438413357E-11,6.43046663703176E-14
FGFR1,-0.3257566938,-0.3956813696,-0.4867185441,-0.5444287666,-0.3258971814,0.2642555031,0.1146935949,0.0360029239,0.0255724698,0.0205854721
FGFR1OP,0.1024212179,0.486217043,0.6267767334,0.1289143507,0.117724586,0.83757401,0.0203690589,0.0033709812,0.6286344977,0.3445834188
FGFR2,-0.0137385054,-0.2456360182,-0.245111653,-0.2737400335,-0.2753972185,0.9865297223,0.1608706303,0.121676464,0.0977179371,0.0060907803
FGFR3,6.0267991791,6.979700751,7.1677983786,7.0991362438,6.9288035795,2.37601384336938E-08,3.14651049181814E-09,0.000000002,2.32350324918463E-09,1.8174950105404E-11
FGFR4,0.6976338348,1.7491971493,0.9748858694,0.7462489474,0.5769158768,0.0046574971,4.19434843455883E-06,0.0002502319,0.002031561,0.0002338992
FGFRL1,1.0659622758,1.8549178766,1.7030726453,1.6908405439,1.957515901,0.0010886203,1.24531630700585E-05,1.65475355228844E-05,2.15043184018863E-05,5.57196019136775E-08
FGGY,0.9231272785,0.1667734004,0.0287537146,0.0371056803,0.5251588054,0.0043043054,0.7156128546,0.9567713723,0.94782305,0.0030629249
FGL1,0.1926578729,0.2516401036,0.585287395,0.3353061562,0.4026711534,0.6374411489,0.3789068199,0.0128875348,0.1654994067,0.0055159136
FH,-0.0198832303,0.0446582045,-0.3236854181,-0.2727059705,-0.3743746444,0.986920996,0.9381535568,0.1753416031,0.3007455877,0.0103156083
FHL1,-0.5791718091,-0.4404315253,1.4017207217,0.635447999,1.3751918753,0.4327711218,0.5493110472,0.0092768294,0.2625836481,0.0003152048
FHL2,-3.1641627577,-4.3489165057,-4.6363197407,-4.7804230233,-4.9709477106,6.62884506525914E-06,3.540510718648E-07,1.66609801696455E-07,1.39429736523012E-07,6.59159875244282E-10
FHOD1,0.9691485991,0.3802061077,0.2205917337,-0.3632162627,-0.1065744189,0.00119992,0.1397276674,0.4038747413,0.1419855298,0.5036939448
FHOD3,-0.7923668011,-1.4328547861,-2.1154571827,-2.046078908,-2.1343248486,0.000176358,1.26739617102658E-06,4.33666987754095E-08,6.07812082937918E-08,2.71198850508159E-10
FIBCD1,0.2086992974,1.1578547759,1.0651108341,0.812161134,0.920444051,0.5324786506,0.000107216,0.0001458361,0.0012593648,6.18229628495236E-06
FIBIN,-0.4700171278,0.7935138179,1.1028045618,1.1468536842,1.3916736437,0.045653276,0.0015848896,0.0001080226,9.84957792873043E-05,1.88850942803689E-07
FIBP,-0.1633871051,-0.3602422272,-0.525204519,0.085078231,-0.407925731,0.7522110447,0.1850908272,0.0313744602,0.8358068152,0.0075380667
FIG4,-1.2288732292,-0.9723983326,-1.1684633818,-0.7035754887,-0.5525894146,4.91806498686247E-05,0.0001896411,3.35192126770762E-05,0.0016956447,0.0001681949
FIGNL1,0.1562373541,0.6083001551,0.367958648,0.6577789489,0.4504193105,0.7490241438,0.0148977005,0.1084930203,0.0086424246,0.0028245128
FIGNL2,-0.164499953,0.0656699769,0.5909373644,0.2226072449,0.0615583043,0.7515713267,0.9074112678,0.0176835077,0.4506968894,0.7474381571
FILIP1L,0.8377694743,-0.0554694816,-0.0954721224,-0.3070911587,-0.4694175044,0.0004676243,0.8865266869,0.6969120451,0.0965858803,0.0003328862
FIP1L1,-0.7154081355,-0.6271510746,-0.7698449715,-0.6589321206,-0.593013357,0.0022019854,0.0038710341,0.0007125823,0.0025351523,9.25560531652757E-05
FITM2,0.0513248842,0.0871441039,0.0390151003,0.4576217628,0.533445273,0.9536366125,0.8493969057,0.9225586901,0.0475304738,0.0006808581
FJX1,-1.5231338941,-1.5163898737,-2.4781440949,-2.0679625453,-2.2458215571,0.0001371253,9.2145921942203E-05,1.54746029079324E-06,7.22929272791224E-06,2.98907719882254E-08
FKBP10,0.6055759187,1.3757606191,1.1974706719,1.1389763651,1.8535782408,0.0175582477,4.74152547794312E-05,9.76642463892077E-05,0.000172059,3.15019368149623E-08
FKBP11,1.8276135461,2.3532215914,2.1150939687,1.9895653043,1.8581344506,0.0021672296,0.0002662844,0.0004119863,0.0007802123,1.74187656845402E-05
FKBP14,1.7930909646,1.5374244466,1.7664505056,2.0717515179,1.4045323085,0.0022419506,0.0045121967,0.001332134,0.0005301475,0.0001477219
FKBP1A,-0.2655206811,-0.6074692388,-1.4011861301,-0.6722825532,-1.3269852807,0.7864188412,0.215968857,0.0032094496,0.1388704696,0.0001062348
FKBP2,0.0292491525,0.1456794625,0.2453237807,0.3890543853,0.3213505106,0.9748670581,0.6286315537,0.2269026741,0.0561381668,0.0086852175
FKBP4,0.7479716823,0.4560527303,0.3582723117,0.5728931554,0.2975453375,0.0125911607,0.1058885331,0.1777074136,0.0359873362,0.0565719898
FKBP5,1.4735595247,0.9660423623,2.4968078281,2.0258350011,1.743961941,0.0001326406,0.0018131061,1.08787416641096E-06,6.3371252005328E-06,1.77420675476527E-07
FKBP7,0.8980280157,1.0254859455,0.2232063584,0.9696772477,0.4580948394,0.0137190093,0.0045916574,0.5763991947,0.0059579404,0.0183195751
FKBP8,0.0361735838,0.0942218236,0.1083530593,0.2567260132,0.2241880295,0.9536366125,0.7233267529,0.5829451655,0.1170464862,0.0186800906
FKBP9,0.3593346195,0.8221525482,0.955886854,0.7977174255,1.1504203252,0.3085739887,0.0067270203,0.0018759849,0.0073931263,7.89240229905765E-06
FKBP9L,0.0946213726,0.5152118535,0.9110821127,0.6021950326,1.0541194021,0.8940205461,0.0390429956,0.0009609462,0.015906037,4.8347508030671E-06
FKSG30,-0.8549666102,-1.6307773165,-2.9699071927,-1.8226445034,-2.695184935,0.2627667962,0.0136574727,0.0001828763,0.0064586167,5.38771418223353E-06
FKTN,-0.5251395347,-0.9944214532,-0.619483856,-1.0789327897,-1.0450832499,0.0565862352,0.0009739296,0.0139976962,0.0004803128,7.39973437262285E-06
FLAD1,0.8093532752,0.0513011435,-0.5277169821,-0.0333278124,-0.0398265308,0.0034326042,0.9254050876,0.0230633616,0.9442909451,0.8354617686
FLCN,-0.5042873892,-0.4519421101,-0.5575202412,-0.5230836539,-0.5132069627,0.0078738789,0.0115323145,0.0022885608,0.0043170906,8.93832330710531E-05
FLI1,-0.0317718421,0.5135953204,0.409352198,0.29884718,0.3135715072,0.9544581193,0.0018400443,0.0058283257,0.0393052961,0.0010683237
FLJ10081,-0.3015323444,-0.6729020805,-0.7705093937,-0.9016288133,-0.7962085114,0.2669212456,0.0055184785,0.001676277,0.0006979561,2.41020646532995E-05
FLJ10213,0.4827195519,0.1221158893,0.0727501745,-0.1178706274,-0.0246153658,0.0283144732,0.7086005012,0.8122977924,0.6718675929,0.8873290987
FLJ10246,0.0716786084,-0.2452002936,0.0124845394,-0.3495692405,-0.3280601392,0.8483795876,0.1113576071,0.9646301007,0.0204024287,0.0009254914
FLJ10357,0.0809317425,-0.097367024,0.1971390123,0.1551260599,0.2951731668,0.8872800112,0.7867237603,0.3495034095,0.524564743,0.0128449144
FLJ10661,-0.1217418445,-0.2999579399,-0.1574844348,-0.1859735191,-0.2828646473,0.658750148,0.0588492211,0.3287253989,0.2561461082,0.0034885659
FLJ10781,0.1014370451,0.2655275627,0.2210575444,0.5727809949,0.4915344216,0.8679948181,0.3090432524,0.3544567354,0.0140729318,0.0010654144
FLJ10916,0.025374374,0.3194233863,0.7031683926,0.9522257222,1.4558362536,0.9914483959,0.6289252297,0.1004648971,0.0341996302,4.96787428810508E-05
